Algorithms,Algorithm_ID,DPA_METHODS,FEE_METHODS,FES_METHODS,CLF_METHODS,END_METHODS,END_TO_END_METHODS,DPA_METHODS_ID,FEE_METHODS_ID,FES_METHODS_ID,CLF_METHODS_ID,END_METHODS_ID,END_TO_END_METHODS_ID,train_score,test_score,trainacc_0,testacc_0,traintime_0,testtime_0,trainacc_1,testacc_1,traintime_1,testtime_1,trainacc_2,testacc_2,traintime_2,testtime_2,trainacc_3,testacc_3,traintime_3,testtime_3,trainacc_4,testacc_4,traintime_4,testtime_4,trainacc_5,testacc_5,traintime_5,testtime_5,mean_trainacc,mean_testacc,mean_traintime,mean_testtime
EA-TRCSP-RFECV-LR,"[1, 2, 8, 3, 0, 0]",EA,TRCSP,RFECV,LR,,,1,2,8,3,0,0,0.564666667,0.51,0.603333333,0.52,0.239408183,0.178961635,0.801333333,0.795555556,0.24901495,0.180422902,0.846666667,0.736666667,0.235161138,0.182305527,0.71,0.604444444,0.231788468,0.179842782,0.708,0.678888889,0.23066268,0.166851282,0.564666667,0.51,0.277365828,0.210679984,0.705666667,0.640925926,0.243900208,0.183177352
RA-TRCSP-RFECV-MLP,"[2, 2, 8, 11, 0, 0]",RA,TRCSP,RFECV,MLP,,,2,2,8,11,0,0,0.580666667,0.522222222,0.647333333,0.524444444,0.657502699,0.156722164,0.82,0.782222222,0.608331442,0.154474378,0.843333333,0.722222222,0.496227241,0.182909298,0.716,0.62,0.594699788,0.16458509,0.686666667,0.674444444,0.387783575,0.174252248,0.580666667,0.522222222,0.691436934,0.137810183,0.715666667,0.640925926,0.572663613,0.161792227
EA-CSP-LR,"[1, 1, 0, 3, 0, 0]",EA,CSP,,LR,,,1,1,0,3,0,0,0.559333333,0.603333333,0.580666667,0.498888889,0.242800021,0.197116017,0.794666667,0.777777778,0.255449247,0.187218523,0.85,0.697777778,0.237672305,0.190697765,0.706,0.607777778,0.236575627,0.176992655,0.697333333,0.66,0.244940448,0.186120296,0.559333333,0.603333333,0.24815464,0.193297625,0.698,0.640925926,0.244265381,0.188573813
EA-CSP-ANOVA-K-LR,"[1, 1, 1, 3, 0, 0]",EA,CSP,ANOVA-K,LR,,,1,1,1,3,0,0,0.559333333,0.603333333,0.580666667,0.498888889,0.246496797,0.18861208,0.794666667,0.777777778,0.249864721,0.190917039,0.85,0.697777778,0.242287278,0.180917168,0.706,0.607777778,0.238460588,0.185398316,0.697333333,0.66,0.233393431,0.179278183,0.559333333,0.603333333,0.265213919,0.182476521,0.698,0.640925926,0.245952789,0.184599884
EA-CSP-MIC-K-LR,"[1, 1, 3, 3, 0, 0]",EA,CSP,MIC-K,LR,,,1,1,3,3,0,0,0.559333333,0.603333333,0.580666667,0.498888889,0.250556469,0.180373478,0.794666667,0.777777778,0.272439623,0.210902619,0.85,0.697777778,0.248193264,0.181297088,0.706,0.607777778,0.233692265,0.175474596,0.697333333,0.66,0.224336839,0.186219907,0.559333333,0.603333333,0.26605289,0.196541953,0.698,0.640925926,0.249211891,0.188468273
EA-CSP-RFE-LR,"[1, 1, 7, 3, 0, 0]",EA,CSP,RFE,LR,,,1,1,7,3,0,0,0.559333333,0.603333333,0.580666667,0.498888889,0.252440858,0.185076642,0.794666667,0.777777778,0.248070431,0.193130922,0.85,0.697777778,0.246211457,0.178305221,0.706,0.607777778,0.221311498,0.180264878,0.697333333,0.66,0.223386407,0.184635735,0.559333333,0.603333333,0.253557706,0.193359613,0.698,0.640925926,0.240829726,0.185795502
RA-TRCSP-ANOVA-P-LDA,"[2, 2, 2, 2, 0, 0]",RA,TRCSP,ANOVA-P,LDA,,,2,2,2,2,0,0,0.527333333,0.531111111,0.625333333,0.513333333,0.247172213,0.18789916,0.781333333,0.788888889,0.244131374,0.181061983,0.849333333,0.747777778,0.246927166,0.196362829,0.688,0.592222222,0.242548752,0.195833182,0.578666667,0.672222222,0.235388231,0.172865534,0.527333333,0.531111111,0.261841822,0.202830315,0.675,0.640925926,0.246334926,0.189475501
RA-CSP-MIC-P-MLP,"[2, 1, 4, 11, 0, 0]",RA,CSP,MIC-P,MLP,,,2,1,4,11,0,0,0.544,0.553333333,0.588,0.512222222,0.361724782,0.185923338,0.770666667,0.786666667,0.376698756,0.1868819,0.830666667,0.741111111,0.432099962,0.169129729,0.67,0.592222222,0.415851641,0.177595258,0.634666667,0.658888889,0.400739098,0.173892021,0.544,0.553333333,0.436770225,0.158749771,0.673,0.640740741,0.403980744,0.175362003
RA-CSP-SVM,"[2, 1, 0, 1, 0, 0]",RA,CSP,,SVM,,,2,1,0,1,0,0,0.561333333,0.584444444,0.602,0.522222222,0.531819487,0.178483176,0.798666667,0.763333333,0.508740282,0.17124567,0.862666667,0.722222222,0.524985838,0.19841547,0.735333333,0.601111111,0.512890005,0.194988203,0.698,0.65,0.484120655,0.177370501,0.561333333,0.584444444,0.618566227,0.261614561,0.709666667,0.640555556,0.530187082,0.197019597
RA-CSP-ANOVA-K-SVM,"[2, 1, 1, 1, 0, 0]",RA,CSP,ANOVA-K,SVM,,,2,1,1,1,0,0,0.561333333,0.584444444,0.602,0.522222222,0.364872932,0.258585286,0.798666667,0.763333333,0.263907933,0.178634429,0.862666667,0.722222222,0.250010991,0.181383944,0.735333333,0.601111111,0.232256365,0.182408381,0.698,0.65,0.229463124,0.176389289,0.561333333,0.584444444,0.275987148,0.205016446,0.709666667,0.640555556,0.269416416,0.197069629
RA-CSP-MIC-K-SVM,"[2, 1, 3, 1, 0, 0]",RA,CSP,MIC-K,SVM,,,2,1,3,1,0,0,0.561333333,0.584444444,0.602,0.522222222,0.262746334,0.191926789,0.798666667,0.763333333,0.268149781,0.185742092,0.862666667,0.722222222,0.269733572,0.18557775,0.735333333,0.601111111,0.266619396,0.16648941,0.698,0.65,0.260165071,0.182595229,0.561333333,0.584444444,0.305616474,0.202060461,0.709666667,0.640555556,0.272171772,0.185731955
RA-CSP-RFE-SVM,"[2, 1, 7, 1, 0, 0]",RA,CSP,RFE,SVM,,,2,1,7,1,0,0,0.561333333,0.584444444,0.602,0.522222222,0.257493663,0.180497932,0.798666667,0.763333333,0.264159894,0.186884189,0.862666667,0.722222222,0.252774334,0.193163276,0.735333333,0.601111111,0.256419015,0.194919324,0.698,0.65,0.237186337,0.168566251,0.561333333,0.584444444,0.261135244,0.189757228,0.709666667,0.640555556,0.254861414,0.185631367
EA-MEKT-MLP,"[1, 0, 0, 0, 38, 0]",EA,,,,MEKT-MLP,,1,0,0,0,38,0,0.584,0.632222222,0.689333333,0.545555556,2.453493047,0.37206552,0.76,0.761111111,2.420490313,0.383552766,0.737333333,0.642222222,2.403301167,0.407732677,0.714666667,0.628888889,2.415571117,0.377239656,0.584,0.632222222,2.401077604,0.362763238,0.584,0.632222222,2.401077604,0.362763238,0.678222222,0.64037037,2.415835142,0.377686183
RA-ABC-TS-RFECV-LR,"[2, 0, 0, 0, 25, 0]",RA,,,,ABC-TS-RFECV-LR,,2,0,0,0,25,0,0.665333333,0.59,0.774,0.568888889,682.633635,0.813100839,0.93,0.715555556,636.134677,0.887240553,0.853333333,0.63,600.8141108,0.80107615,0.834,0.668888889,434.8248912,0.613052392,0.834,0.668888889,434.8248912,0.613052392,0.665333333,0.59,422.0244669,0.675582194,0.815111111,0.64037037,535.2094453,0.733850753
RA-TRCSP-ANOVA-K-MLP,"[2, 2, 1, 11, 0, 0]",RA,TRCSP,ANOVA-K,MLP,,,2,2,1,11,0,0,0.608666667,0.53,0.638666667,0.536666667,0.896144867,0.191504097,0.824666667,0.791111111,0.587749028,0.16971736,0.857333333,0.695555556,0.548367047,0.176954651,0.726,0.617777778,0.7352772,0.17157383,0.740666667,0.67,0.58068924,0.159905267,0.608666667,0.53,0.873629403,0.201598001,0.732666667,0.640185185,0.703642797,0.178542201
RA-TRCSP-ANOVA-P-LR,"[2, 2, 2, 3, 0, 0]",RA,TRCSP,ANOVA-P,LR,,,2,2,2,3,0,0,0.528666667,0.527777778,0.627333333,0.513333333,0.244541836,0.192563581,0.783333333,0.801111111,0.241363525,0.19377389,0.849333333,0.737777778,0.238378358,0.192459059,0.686,0.595555556,0.233898711,0.183416057,0.58,0.665555556,0.218923664,0.183276296,0.528666667,0.527777778,0.24975071,0.175193334,0.675777778,0.640185185,0.237809467,0.186780369
RA-MEKT,"[2, 0, 0, 0, 34, 0]",RA,,,,MEKT,,2,0,0,0,34,0,0.580666667,0.644444444,0.664666667,0.544444444,1.996690297,0.408712387,0.731333333,0.758888889,1.995313692,0.40034337,0.723333333,0.646666667,2.055670857,0.42134459,0.679333333,0.623333333,2.28178761,0.381017113,0.679333333,0.623333333,2.28178761,0.381017113,0.580666667,0.644444444,2.599767017,0.410523772,0.676444444,0.640185185,2.201836181,0.400493058
EA-TRCSP-LASSO-MLP,"[1, 2, 6, 11, 0, 0]",EA,TRCSP,LASSO,MLP,,,1,2,6,11,0,0,0.562,0.51,0.626666667,0.536666667,0.862587285,0.168666387,0.818666667,0.785555556,0.55223968,0.167053628,0.854666667,0.705555556,0.466945767,0.178906631,0.732666667,0.634444444,0.50786016,0.170114064,0.728,0.667777778,0.419667792,0.186941195,0.562,0.51,0.833230686,0.174407077,0.720444444,0.64,0.607088562,0.174348164
RA-CSP-LASSO-SVM,"[2, 1, 6, 1, 0, 0]",RA,CSP,LASSO,SVM,,,2,1,6,1,0,0,0.548666667,0.558888889,0.586,0.527777778,0.249545193,0.183280873,0.788,0.771111111,0.256687546,0.181323338,0.873333333,0.725555556,0.260817862,0.197087646,0.739333333,0.608888889,0.231354237,0.183795142,0.692,0.647777778,0.22788043,0.172563076,0.548666667,0.558888889,0.250574303,0.180484128,0.704555556,0.64,0.246143262,0.183089034
RA-CSP-LASSO-MLP,"[2, 1, 6, 11, 0, 0]",RA,CSP,LASSO,MLP,,,2,1,6,11,0,0,0.55,0.574444444,0.586666667,0.528888889,0.398336864,0.162150526,0.790666667,0.766666667,0.40601542,0.201107049,0.87,0.698888889,0.481349897,0.180548453,0.738,0.606666667,0.505854368,0.183035636,0.702666667,0.664444444,0.448139,0.17006526,0.55,0.574444444,0.355722499,0.177485085,0.706333333,0.64,0.432569675,0.179065335
RA-TRCSP-ANOVA-P-GNB,"[2, 2, 2, 10, 0, 0]",RA,TRCSP,ANOVA-P,GNB,,,2,2,2,10,0,0,0.512666667,0.51,0.622,0.551111111,0.243683982,0.202792645,0.749333333,0.767777778,0.244322228,0.201888084,0.838666667,0.736666667,0.241532469,0.186843348,0.668,0.605555556,0.230707383,0.181924653,0.552666667,0.668888889,0.221909833,0.192718339,0.512666667,0.51,0.244761086,0.181304455,0.657222222,0.64,0.237819497,0.191245254
RA-MEKT-PCA-LDA,"[2, 0, 0, 0, 55, 0]",RA,,,,MEKT-PCA-LDA,,2,0,0,0,55,0,0.579333333,0.635555556,0.658666667,0.544444444,2.279677153,0.431114125,0.734666667,0.767777778,2.347656035,0.387258744,0.726,0.65,2.207814622,0.406967711,0.699333333,0.621111111,2.166038465,0.39367919,0.699333333,0.621111111,2.166038465,0.39367919,0.579333333,0.635555556,2.117618871,0.345659637,0.682888889,0.64,2.214140602,0.393059766
RA-ABC-TS-PCA-LR,"[2, 0, 0, 0, 16, 0]",RA,,,,ABC-TS-PCA-LR,,2,0,0,0,16,0,0.684,0.604444444,0.757333333,0.558888889,19.33703034,0.980951619,0.896666667,0.718888889,19.66924162,1.221687555,0.882,0.652222222,20.61339464,1.238502574,0.812666667,0.652222222,9.444671631,0.491780233,0.812666667,0.652222222,9.444671631,0.491780233,0.684,0.604444444,18.4292803,1.063515425,0.807555556,0.639814815,16.15638169,0.91470294
EA-CSP-LASSO-LR,"[1, 1, 6, 3, 0, 0]",EA,CSP,LASSO,LR,,,1,1,6,3,0,0,0.554666667,0.582222222,0.567333333,0.495555556,0.242410922,0.189199686,0.791333333,0.781111111,0.246740961,0.188764691,0.850666667,0.704444444,0.235794449,0.192653298,0.713333333,0.613333333,0.235113859,0.19235003,0.703333333,0.661111111,0.235479784,0.185826755,0.554666667,0.582222222,0.260293293,0.194569349,0.696777778,0.63962963,0.242638878,0.190560635
EA-CSP-RFECV-SVM,"[1, 1, 8, 1, 0, 0]",EA,CSP,RFECV,SVM,,,1,1,8,1,0,0,0.560666667,0.555555556,0.574,0.506666667,0.411633134,0.19542141,0.776,0.771111111,0.430054045,0.171147656,0.861333333,0.738888889,0.424163651,0.19829576,0.716,0.601111111,0.384469628,0.171545339,0.68,0.664444444,0.384389877,0.185989928,0.560666667,0.555555556,0.431219506,0.170913172,0.694666667,0.63962963,0.410988307,0.182218877
EA-TRCSP-ANOVA-P-LR,"[1, 2, 2, 3, 0, 0]",EA,TRCSP,ANOVA-P,LR,,,1,2,2,3,0,0,0.544,0.535555556,0.574666667,0.504444444,0.245181942,0.186882043,0.782,0.763333333,0.245787096,0.186448336,0.854,0.747777778,0.24422965,0.19767921,0.702,0.603333333,0.230581808,0.185705376,0.62,0.683333333,0.237470269,0.186199713,0.544,0.535555556,0.250072956,0.203078389,0.679444444,0.63962963,0.24222062,0.190998844
RA-TRCSP-RFE-MLP,"[2, 2, 7, 11, 0, 0]",RA,TRCSP,RFE,MLP,,,2,2,7,11,0,0,0.606,0.523333333,0.666,0.538888889,0.899865842,0.203594255,0.825333333,0.784444444,0.71097765,0.158250403,0.860666667,0.691111111,0.598700428,0.176112199,0.73,0.624444444,0.650610924,0.170278764,0.752,0.675555556,0.643841958,0.162405682,0.606,0.523333333,1.132694364,0.226079869,0.74,0.63962963,0.772781861,0.182786862
RA-TRCSP-RFECV-LDA,"[2, 2, 8, 2, 0, 0]",RA,TRCSP,RFECV,LDA,,,2,2,8,2,0,0,0.595333333,0.496666667,0.648666667,0.53,0.243943977,0.202264071,0.805333333,0.791111111,0.250444889,0.185549736,0.829333333,0.738888889,0.243208885,0.184666348,0.73,0.618888889,0.251791811,0.185066724,0.681333333,0.661111111,0.232939744,0.173490834,0.595333333,0.496666667,0.28950665,0.209182048,0.715,0.639444444,0.251972659,0.190036627
EA-TRCSP-RFE-MLP,"[1, 2, 7, 11, 0, 0]",EA,TRCSP,RFE,MLP,,,1,2,7,11,0,0,0.576,0.517777778,0.634666667,0.535555556,0.926298714,0.192172003,0.82,0.787777778,0.548901439,0.179509568,0.866666667,0.697777778,0.536028481,0.171344924,0.73,0.627777778,0.585508347,0.167665696,0.726,0.668888889,0.481312466,0.175908923,0.576,0.517777778,0.92526722,0.191187119,0.725555556,0.639259259,0.667219444,0.179631372
EA-ABC-TS-ANOVA-P-LR,"[1, 0, 0, 0, 31, 0]",EA,,,,ABC-TS-ANOVA-P-LR,,1,0,0,0,31,0,0.72,0.602222222,0.724666667,0.563333333,19.02576206,1.039872289,0.909333333,0.734444444,18.64487433,1.064077568,0.878,0.66,18.55396612,1.020514059,0.845333333,0.673333333,10.82809355,0.586892366,0.72,0.602222222,20.74015274,1.255428815,0.72,0.602222222,20.74015274,1.255428815,0.799555556,0.639259259,18.08883359,1.037035652
