Algorithms                , Algorithm_ID         , DPA_METHODS, FEE_METHODS, FES_METHODS, CLF_METHODS, END_METHODS       , END_TO_END_METHODS, DPA_METHODS_ID, FEE_METHODS_ID, FES_METHODS_ID, CLF_METHODS_ID, END_METHODS_ID, END_TO_END_METHODS_ID, train_score       , test_score        , trainacc_0        , testacc_0         , traintime_0         , testtime_0        , trainacc_1        , testacc_1         , traintime_1         , testtime_1        , trainacc_2        , testacc_2         , traintime_2         , testtime_2        , trainacc_3        , testacc_3         , traintime_3         , testtime_3        , trainacc_4        , testacc_4         , traintime_4         , testtime_4        , trainacc_5        , testacc_5         , traintime_5         , testtime_5        , mean_trainacc     , mean_testacc       , mean_traintime       , mean_testtime
TLDUMMY-CSP-SVM           , "[0, 1, 0, 1, 0, 0]" , TLDUMMY    , CSP        ,            , SVM        ,                   ,                   ,              0,              1,              0,              1,              0,                     0, 0.594             , 0.6066666666666667, 0.6753333333333333, 0.5311111111111111,   0.731354808807373 , 0.1551400661468505, 0.8053333333333332, 0.76              ,   1.1662826538085938, 0.1639061689376831, 0.8933333333333333, 0.6966666666666667,   1.2013623237609865, 0.1641573429107666, 0.792             , 0.6               ,   1.0365500450134275, 0.1493311405181884, 0.804             , 0.6333333333333333,   1.03348228931427  , 0.1486008882522583, 0.594             , 0.6066666666666667,   1.228172755241394 , 0.1554786682128906, 0.7606666666666667, 0.637962962962963  ,   1.066200812657674  , 0.15610237916310624
TLDUMMY-CSP-LDA           , "[0, 1, 0, 2, 0, 0]" , TLDUMMY    , CSP        ,            , LDA        ,                   ,                   ,              0,              1,              0,              2,              0,                     0, 0.5833333333333334, 0.6066666666666667, 0.6786666666666668, 0.5166666666666666,   0.4100970983505249, 0.1685850620269775, 0.796             , 0.7555555555555555,   1.0341596603393557, 0.1687718391418457, 0.8913333333333332, 0.7033333333333334,   0.6006699800491333, 0.1615062713623047, 0.7959999999999999, 0.6055555555555554,   0.7984902620315552, 0.1305723190307617, 0.808             , 0.6388888888888887,   0.6104899883270264, 0.1669327020645141, 0.5833333333333334, 0.6066666666666667,   0.7679227352142334, 0.1731352567672729, 0.7588888888888888, 0.6377777777777777 ,   0.7036382873853048 , 0.16158390839894612
TLDUMMY-CSP-LR            , "[0, 1, 0, 3, 0, 0]" , TLDUMMY    , CSP        ,            , LR         ,                   ,                   ,              0,              1,              0,              3,              0,                     0, 0.5839999999999999, 0.6022222222222222, 0.6786666666666668, 0.5333333333333332,   0.242682933807373 , 0.1972640514373779, 0.806             , 0.7655555555555555,   0.4533247709274292, 0.1725430488586425, 0.8926666666666666, 0.6977777777777778,   0.4564890146255493, 0.1985866069793701, 0.7846666666666666, 0.5933333333333334,   0.4097447395324707, 0.1686509132385253, 0.7906666666666666, 0.6277777777777778,   0.416226053237915 , 0.1778859615325927, 0.5839999999999999, 0.6022222222222222,   0.4623035430908203, 0.209972071647644 , 0.7561111111111111, 0.6366666666666666 ,   0.40679517587025954, 0.1874837756156921
TLDUMMY-CSP-KNN           , "[0, 1, 0, 4, 0, 0]" , TLDUMMY    , CSP        ,            , KNN        ,                   ,                   ,              0,              1,              0,              4,              0,                     0, 0.6766666666666666, 0.5411111111111111, 0.7093333333333334, 0.5211111111111111,   0.225431203842163 , 0.2048046588897705, 0.8246666666666668, 0.7300000000000001,   0.3010290622711181, 0.1966863632202148, 0.8859999999999999, 0.6366666666666667,   0.2582176208496093, 0.2277438640594482, 0.8160000000000001, 0.5855555555555554,   0.2270988941192627, 0.1954599618911743, 0.8186666666666668, 0.6377777777777778,   0.2365956306457519, 0.2057414770126343, 0.6766666666666666, 0.5411111111111111,   0.2537742614746093, 0.200438928604126 , 0.7885555555555556, 0.6087037037037039 ,   0.2503577788670857 , 0.20514587561289466
TLDUMMY-CSP-DTC           , "[0, 1, 0, 5, 0, 0]" , TLDUMMY    , CSP        ,            , DTC        ,                   ,                   ,              0,              1,              0,              5,              0,                     0, 1.0               , 0.5199999999999999, 1.0               , 0.4822222222222222,   0.2334145069122314, 0.1976214408874511, 1.0               , 0.6444444444444443,   0.257292652130127 , 0.1680710077285766, 1.0               , 0.6477777777777778,   0.2474163770675659, 0.1995245456695556, 1.0               , 0.55              ,   0.2299579381942749, 0.1893483638763427, 1.0               , 0.6133333333333333,   0.2293614387512207, 0.1801756143569946, 1.0               , 0.5199999999999999,   0.2464212656021118, 0.1889338493347168, 1.0               , 0.5762962962962963 ,   0.2406440297762553 , 0.18727913697560625
TLDUMMY-CSP-RFC           , "[0, 1, 0, 6, 0, 0]" , TLDUMMY    , CSP        ,            , RFC        ,                   ,                   ,              0,              1,              0,              6,              0,                     0, 1.0               , 0.5766666666666667, 1.0               , 0.5088888888888888,   0.4000910043716431, 0.2092029571533203, 1.0               , 0.73              ,   0.4762378215789795, 0.1775542259216308, 1.0               , 0.6722222222222223,   0.3986069917678833, 0.2017853021621704, 1.0               , 0.5933333333333333,   0.3872386693954467, 0.2072775602340698, 1.0               , 0.64              ,   0.4091834545135498, 0.1935354709625244, 1.0               , 0.5766666666666667,   0.4174761295318603, 0.2033388376235962, 1.0               , 0.6201851851851852 ,   0.4148056785265604 , 0.1987823923428853
TLDUMMY-CSP-ETC           , "[0, 1, 0, 7, 0, 0]" , TLDUMMY    , CSP        ,            , ETC        ,                   ,                   ,              0,              1,              0,              7,              0,                     0, 1.0               , 0.581111111111111 , 1.0               , 0.5011111111111111,   0.3731353282928467, 0.2160115718841552, 1.0               , 0.7288888888888889,   0.3541614532470703, 0.178847336769104 , 1.0               , 0.69              ,   0.3626950979232788, 0.1891845703125   , 1.0               , 0.6033333333333333,   0.3332274436950683, 0.1818953275680542, 1.0               , 0.6355555555555557,   0.3521162033081054, 0.2010558366775512, 1.0               , 0.581111111111111 ,   0.3854956150054932, 0.2165376186370849, 1.0               , 0.6233333333333333 ,   0.3601385235786438 , 0.1972553769747416
TLDUMMY-CSP-ABC           , "[0, 1, 0, 8, 0, 0]" , TLDUMMY    , CSP        ,            , ABC        ,                   ,                   ,              0,              1,              0,              8,              0,                     0, 0.8139999999999998, 0.5911111111111109, 0.79              , 0.5044444444444445,   0.3426444053649902, 0.1986972332000732, 0.904             , 0.7288888888888889,   0.3336812496185303, 0.1895200729370117, 0.988             , 0.6511111111111112,   0.3290443897247314, 0.1896766185760498, 0.9346666666666668, 0.5866666666666666,   0.3193548440933227, 0.1934587240219116, 0.9153333333333334, 0.6255555555555556,   0.3235297679901123, 0.2003726482391357, 0.8139999999999998, 0.5911111111111109,   0.3419320344924926, 0.1841304540634155, 0.891             , 0.6146296296296296 ,   0.3316977818806966 , 0.19264262517293293
TLDUMMY-CSP-GBC           , "[0, 1, 0, 9, 0, 0]" , TLDUMMY    , CSP        ,            , GBC        ,                   ,                   ,              0,              1,              0,              9,              0,                     0, 1.0               , 0.5633333333333332, 1.0               , 0.5011111111111111,   0.4041739940643311, 0.1840741634368896, 1.0               , 0.7144444444444444,   0.4073846817016601, 0.1933611869812011, 1.0               , 0.6811111111111112,   0.4003132343292236, 0.1964579820632934, 1.0               , 0.581111111111111 ,   0.4049103498458862, 0.1752919197082519, 1.0               , 0.6211111111111112,   0.3585966825485229, 0.1844085454940796, 1.0               , 0.5633333333333332,   0.4248472929000854, 0.2024506568908691, 1.0               , 0.6103703703703705 ,   0.40003770589828486, 0.18934074242909746
TLDUMMY-CSP-GNB           , "[0, 1, 0, 10, 0, 0]", TLDUMMY    , CSP        ,            , GNB        ,                   ,                   ,              0,              1,              0,             10,              0,                     0, 0.5426666666666667, 0.5011111111111111, 0.6453333333333333, 0.53              ,   0.2341507911682128, 0.1850027561187744, 0.6279999999999999, 0.5644444444444444,   0.2484145879745483, 0.1819627285003662, 0.8073333333333335, 0.6200000000000001,   0.2337477207183838, 0.194774842262268 , 0.706             , 0.5788888888888889,   0.2345984697341919, 0.181386923789978 , 0.6319999999999999, 0.5733333333333334,   0.2205141305923462, 0.1807127475738525, 0.5426666666666667, 0.5011111111111111,   0.258703327178955 , 0.1850524425506591, 0.6602222222222223, 0.5612962962962963 ,   0.23835483789443965, 0.18481540679931632
